obra_id,nota
1fa86223-ae21-4a83-aa37-11b7f720a83a,"Régua do que é estratégia: diagnóstico + política norteadora + ação coerente. É o teste que aplico para recusar lista ordenada sem corte."
87e2c412-1a7c-4acd-9e8c-be186f37a56d,"Trade-off como definição de posicionamento: decidir o que NÃO fazer. Contra o dominio_atual gestao-organizacional — é régua de escolha de carteira, não de cultura."
0e10fa29-73da-448e-b71e-675f5e64c064,"Instrumento de alinhamento e foco entre iniciativas: poucos objetivos com resultado medido. Contra gestao-organizacional — uso é sequenciamento de investimento."
1fa5c4a2-f1d1-47b1-b9f4-925bc1a10e24,"Drucker sobre decisão e uso do tempo do executivo: primeiro-coisas-primeiro e abandono sistemático. Régua conjunta de portfolio e secretaria-executiva."
5b4d98b7-cf4d-4258-8c15-51aa84aa08dc,"Vocabulário canônico de escopo, baseline, entrega e gestão de portfolio — o que cito para nomear o que uma iniciativa comprometeu."
ab18b892-c418-48ce-a48a-6d7382d9338d,"Custo de atraso, limite de WIP e sequenciamento econômico da fila. Contra o dominio_atual produtos-digitais: é a régua quantitativa de priorização de investimento, não de descoberta de produto."
b4b6cad9-8311-4e15-8b13-2ac2712447b9,"Appetite e betting table: comprometer ciclo fechado com teto de esforço e não renovar aposta perdida. Contra produtos-digitais — betting table é decisão de carteira."
41520dc1-adb9-4229-b72a-122fdd08cd2a,"Limite de trabalho em andamento e política explícita de puxada: o mecanismo que torna o corte operante em vez de declarado."
2ff030d0-d84d-4076-8dbd-bb2a11e4bc08,"Critério para matar iniciativa que produz entrega sem resultado — o teste que aplico antes de renovar investimento numa frente."
be47cca3-dbb6-4024-8ea2-d781cda1dcf7,"Coase e Williamson sobre fronteira da firma: régua de fazer dentro vs. contratar fora. Contra o dominio_atual capacidade-estatal — a decisão make-or-buy é de carteira."
24042d42-cd44-40ef-ad86-03dad2e9db8a,"Erro tipo III: resolver com excelência o problema errado. Régua do meu reenquadramento — de quem é o problema e é o real."
acd7590d-e3f9-4282-a023-5c8c0f698bd4,"Definição de problema antes de solução: de quem é o problema e quem paga o incômodo. Contra o dominio_atual arquiteturas — uso é triagem de entrada e recusa de pedido malformado."
ad68ae5e-2f64-4ba4-bf2d-74735f723fb7,"Métodos de estruturação de problema (SODA, strategic choice) para decisão com atores múltiplos e objetivo em disputa — situação padrão de arbitragem de carteira."
a640b765-42e6-4463-bd4f-5f4a28ad2d9a,"Ackoff sobre planejamento interativo e messes: por que otimizar parte isolada piora o conjunto. Régua contra priorizar iniciativa boa isoladamente."
bdeb0143-35c4-4c74-8f4f-18ba2dfc21bd,"SSM de Checkland: separar sistema relevante de definição de solução antes de decidir intervenção organizacional."
c70e4339-4aff-4607-ac0e-abf2a95142e0,"Wicked problems: por que iniciativa sem critério de parada não se planeja como projeto. Régua para decidir formato de compromisso."
dc3404fc-d73f-4ead-83e4-1812a83ae109,"Simon sobre problema mal-estruturado: define por que estruturar o problema é o trabalho e não o preâmbulo dele."
2216a203-568e-485b-b822-094fc3552cb5,"Tipos de time, carga cognitiva e modos de interação — régua direta de desenho de cadeira e de fronteira entre personas na gerência RH."
49689a0b-bdb6-4707-8f51-b7d742642eaa,"Mintzberg: configurações organizacionais e mecanismos de coordenação. Régua canônica de divisão de trabalho que aplico ao escrever remit de cadeira."
1489bbae-050a-4a55-87a8-b1c9c5c9d50a,"Coordenação entre times autônomos com contexto compartilhado — insumo de como declaro dependência entre cadeiras sem centralizar decisão."
a15779c1-c106-4102-ab49-c3f81bed4ad9,"Contexto em vez de controle e densidade de talento: régua de quanta autonomia a persona recebe e o que fica como fronteira dura."
8ab6b294-3113-40a0-9b30-bfef4932199d,"Lei de Conway: a estrutura de time determina a estrutura do sistema. Régua de RH para prever o custo arquitetural de um recorte de cadeira."
b8b7b002-3865-4fa9-b41c-2fc6b6acaedf,"Tipologia de Westrum: diagnóstico de cultura (patológica, burocrática, generativa) que uso para julgar postura declarada em persona."
0682ba0e-18da-44c8-8742-44b893b4d5a6,"Estrutura formal como mito e cerimônia: régua para recusar processo novo que serve à legitimidade e não ao trabalho."
d41d75f6-21f7-49e4-a9d4-cd84353d144c,"Isomorfismo mimético: régua contra adotar framework porque o mercado adota. Aplico ao decidir se uma iniciativa entra por necessidade ou por imitação."
87c77a85-782d-4eb7-a67a-fdf8d5aac445,"Captura, triagem e próxima ação: base do que a secretaria-executiva faz com a entrada do Pedro antes de virar carteira."
6794fd2b-05ec-4023-8594-5d99a9d0a768,"Hyperactive hive mind e protocolo explícito de comunicação: régua de proteção de foco e de desenho da fila entre cadeiras."
1e0caea7-f034-4b24-aafb-07026c97b3b2,"Ciclo de formulação e desdobramento de estratégia institucional — o método que aplico ao montar e revisar carteira. Contra capacidade-estatal: é instrumento de gestão, não teoria do Estado."
2b12248f-a484-4321-9b3e-878b9f9143ca,"Monitoramento e avaliação de estratégia: cadência de revisão e critério de replanejamento — régua de quando reabrir a carteira em vez de esperar o ciclo."
8cbc028a-4783-4d19-b75e-4f6a849d991e,"Mecanismos de governança pública (liderança, estratégia, controle) — régua de como decisão de investimento é tomada e prestada conta."
b90b5aea-d3fa-42de-b76a-9e88ca207592,"Base normativa da governança da APF: princípios e instâncias de decisão que enquadram qualquer priorização em órgão público."
02600622-aa90-401f-896b-5447a70806e5,"Programa de Gestão e Desempenho: gestão por entrega pactuada em vez de presença — régua de secretaria-executiva para desenhar compromisso de trabalho."
d41e6760-aeaa-4004-a83e-2e4dea134495,"Operacionalização do PGD: pactuação, plano de trabalho e aferição de entrega — o instrumento prático por trás da régua normativa."
e1c61592-9d91-43fb-b61f-ddf5b5d87116,"Política Nacional de Desenvolvimento de Pessoas: plano de desenvolvimento ligado a competência declarada — insumo de RH ao escrever remit de cadeira."
008b6ed7-0135-406c-8a71-8f219eadc0e2,"Modelo lógico de programa: obriga declarar resultado esperado e cadeia causal antes do investimento — teste que aplico antes de aprovar iniciativa."
755e7a89-930e-444d-9b84-00ec3347a5d1,"PDTIC como artefato de carteira no setor público: inventário de necessidades, priorização e alinhamento a plano institucional. Conflito declarado com claudinho-TI."
