obra_id,nota
be3803d2-2f8d-4c9f-89c2-9b4523edbc7e,"Régua de design de interação: define comportamento de tela a partir do objetivo do usuário, antes de qualquer decisão de forma."
79351cb2-400e-4732-bcc2-d69dfffd8c7c,"Régua de concepção de produto baseado em modelo: build-vs-buy, recorte de feature e critério de aceite sobre saída de modelo."
acd7590d-e3f9-4282-a023-5c8c0f698bd4,"Régua de definição de problema — de quem é o problema e se é o real. Contra o dominio_atual arquiteturas: não é arquitetura de negócio, é o passo anterior a qualquer desenho."
567e3b24-9241-46de-a441-4ecc61f6246f,Régua de descoberta contínua: cadência de contato com usuário e árvore de oportunidade que sustenta priorização.
6c39dde2-5020-4688-b848-9e33119a6906,"Régua de escopo da função de produto: o que a cadeira decide, o que delega e em que nível de senioridade."
30f215b8-ced5-45f6-8102-1f42270ac289,"Catálogo de padrão de interface: escolha de componente e de estrutura de tela por tarefa, não por gosto."
79e6c38d-168a-4e71-a301-a45f22f8f91f,Régua de método de pesquisa e de enquadramento de problema na fase de descoberta.
c70e4339-4aff-4607-ac0e-abf2a95142e0,Régua de problema perverso: define quando o problema não admite solução final e a entrega tem de ser iterativa.
24042d42-cd44-40ef-ad86-03dad2e9db8a,Régua do erro tipo III — resolver bem o problema errado. Uso para recusar feature bem especificada sobre problema mal enquadrado.
6cb845f0-7b24-4618-9531-39442e41588b,Régua de usabilidade de navegação e rótulo: o teste mínimo que toda tela nossa tem de passar.
39b473eb-0c70-4a66-a371-d9258970541b,Régua de time de produto empoderado: como se distribui decisão entre produto e construção.
010e40c5-9911-4bb3-bf23-e771eea8bb70,Norma de processo de design centrado no humano: define as atividades obrigatórias do ciclo e o que conta como evidência de uso.
2ff030d0-d84d-4076-8dbd-bb2a11e4bc08,Régua de output-versus-outcome: sustenta o fatiamento de release por valor entregue em vez de dependência técnica.
c27df742-67d0-4a09-a487-6ad57158471c,"Arquétipo de produto de IA — extração/estruturação como forma de produto. Contra o dominio_atual ia: o registro é sobre concepção de produto, não sobre mecanismo de modelo; o próprio subdomínio herdado é ia-produto, que é minha gerência."
1fa86223-ae21-4a83-aa37-11b7f720a83a,Régua de estratégia: separa estratégia de produto de lista de desejos com rótulo de estratégia.
52c6dbe4-41f1-445c-8c82-e2978b5b2c1a,"Régua de ligar entrega a impacto: amarra objetivo, ator e comportamento antes de existir backlog."
7417496f-a949-4862-8398-f252caf58ae9,"Régua de arquitetura de informação: estrutura, rótulo e navegação de acervo exposto em tela."
